frequency_eV,xx_gt,yy_gt,zz_gt,xx_pred,yy_pred,zz_pred
5.792386531829834,879.66394,621.1317,366.56717,666.4587,551.50653,331.5639
5.811758995056152,892.4766,655.3585,367.9049,557.13525,548.7735,338.38553
5.831131458282471,826.3467,713.47736,373.3047,596.77826,537.6458,303.2243
5.850503921508789,578.7047,740.2389,377.48026,631.6933,525.6533,290.45587
5.869876861572266,261.00146,726.93884,377.1461,543.90045,548.1441,320.7241
5.889249324798584,72.5167,731.4237,376.55615,570.3592,560.0844,298.3467
5.908621788024902,10.559231,754.49725,376.7052,603.3724,507.85178,307.51407
5.927994251251221,11.796994,769.2685,376.14865,569.464,516.462,329.5766
5.947366714477539,38.570858,762.2072,374.44437,622.3117,497.93753,301.1483
5.966739177703857,74.50685,733.1683,372.1686,511.61206,584.9104,349.34235
5.986111640930176,113.57139,687.703,370.21576,452.84967,603.7135,411.53424
6.005484580993652,154.2616,631.84265,369.38,483.4715,608.189,408.27814
6.024857044219971,196.68234,568.7855,370.21176,545.11176,609.2995,410.26334
6.044229507446289,239.21106,497.65332,373.1203,640.5059,563.4331,309.9532
6.063601970672607,269.6114,635.22876,378.85037,544.62146,593.41797,375.31403
6.082974433898926,332.0848,558.97565,383.87094,529.3834,574.61676,360.4651
6.102346897125244,382.78055,516.97455,390.52298,436.18896,618.2182,405.46143
6.1217193603515625,427.9308,501.72122,397.29504,449.0127,565.9981,418.37253
6.141091823577881,465.47934,500.76984,403.28186,558.98346,553.2408,337.5666
6.160464763641357,493.0106,507.82605,407.84576,532.31885,544.8454,340.90002
6.179837226867676,509.2491,518.0142,410.6916,342.87537,614.9667,461.0939
6.199209690093994,514.4237,527.49756,411.87558,442.2187,591.1847,390.7466
